date,close
2022-02-24,37.72
2022-02-25,37.57
2022-02-28,37.96
2022-03-01,38.67
2022-03-02,38.25
2022-03-03,38.48
2022-03-04,39.1
2022-03-07,39.68
2022-03-08,40.77
2022-03-09,39.56
2022-03-10,39.68
2022-03-11,39.39
2022-03-14,38.81
2022-03-15,38.08
2022-03-16,38.33
2022-03-17,38.5
2022-03-18,38.15
2022-03-21,38.46
2022-03-22,38.18
2022-03-23,38.69
2022-03-24,38.99
2022-03-25,38.84
2022-03-28,38.14
2022-03-29,38.14
2022-03-30,38.43
2022-03-31,38.47
2022-04-01,38.2
2022-04-04,38.41
2022-04-05,38.17
2022-04-06,38.25
2022-04-07,38.39
2022-04-08,38.64
2022-04-11,38.81
2022-04-12,39.12
2022-04-13,39.31
2022-04-14,39.18
2022-04-18,39.31
2022-04-19,38.71
2022-04-20,38.91
2022-04-21,38.77
2022-04-22,38.39
2022-04-25,37.71
2022-04-26,37.78
2022-04-27,37.48
2022-04-28,37.67
2022-04-29,37.67
2022-05-02,36.98
2022-05-03,37.07
2022-05-04,37.44
2022-05-05,37.3
2022-05-06,37.37
2022-05-09,36.83
2022-05-10,36.48
2022-05-11,36.82
2022-05-12,36.23
2022-05-13,35.96
2022-05-16,36.29
2022-05-17,36.06
2022-05-18,36.09
2022-05-19,36.61
2022-05-20,36.63
2022-05-23,36.82
2022-05-24,37.1
2022-05-25,36.86
2022-05-26,36.8
2022-05-27,36.83
2022-05-31,36.46
2022-06-01,36.7
2022-06-02,37.14
2022-06-03,36.75
2022-06-06,36.6
2022-06-07,36.83
2022-06-08,36.8
2022-06-09,36.68
2022-06-10,37.19
2022-06-13,36.2
2022-06-14,35.93
2022-06-15,36.38
2022-06-16,36.8
2022-06-17,36.5
2022-06-21,36.37
2022-06-22,36.51
2022-06-23,36.29
2022-06-24,36.22
2022-06-27,36.19
2022-06-28,36.15
2022-06-29,36.12
2022-06-30,35.88
2022-07-01,35.87
2022-07-05,35.11
2022-07-06,34.55
2022-07-07,34.58
2022-07-08,34.59
2022-07-11,34.4
2022-07-12,34.27
2022-07-13,34.44
2022-07-14,33.95
2022-07-15,33.88
2022-07-18,33.92
2022-07-19,34.01
2022-07-20,33.69
2022-07-21,34.16
2022-07-22,34.25
2022-07-25,34.15
2022-07-26,34.13
2022-07-27,34.46
2022-07-28,34.87
2022-07-29,34.99
2022-08-01,35.17
2022-08-02,34.97
2022-08-03,35.07
2022-08-04,35.63
2022-08-05,35.22
2022-08-08,35.53
2022-08-09,35.62
2022-08-10,35.56
2022-08-11,35.47
2022-08-12,35.78
2022-08-15,35.34
2022-08-16,35.27
2022-08-17,35.04
2022-08-18,34.96
2022-08-19,34.69
2022-08-22,34.46
2022-08-23,34.71
2022-08-24,34.8
2022-08-25,34.9
2022-08-26,34.5
2022-08-29,34.52
2022-08-30,34.23
2022-08-31,33.97
2022-09-01,33.66
2022-09-02,33.96
2022-09-06,33.77
2022-09-07,34.09
2022-09-08,33.9
2022-09-09,34.07
2022-09-12,34.25
2022-09-13,33.81
2022-09-14,33.68
2022-09-15,33.05
2022-09-16,33.23
2022-09-19,33.26
2022-09-20,33.07
2022-09-21,33.22
2022-09-22,33.2
2022-09-23,32.62
2022-09-26,32.24
2022-09-27,32.32
2022-09-28,32.97
2022-09-29,32.99
2022-09-30,32.98
2022-10-03,33.77
2022-10-04,34.26
2022-10-05,34.07
2022-10-06,34.05
2022-10-07,33.66
2022-10-10,33.15
2022-10-11,33.08
2022-10-12,33.27
2022-10-13,33.03
2022-10-14,32.63
2022-10-17,32.73
2022-10-18,32.8
2022-10-19,32.36
2022-10-20,32.3
2022-10-21,32.87
2022-10-24,32.78
2022-10-25,32.85
2022-10-26,33.06
2022-10-27,33.01
2022-10-28,32.67
2022-10-31,32.41
2022-11-01,32.72
2022-11-02,32.49
2022-11-03,32.39
2022-11-04,33.38
2022-11-07,33.25
2022-11-08,34.01
2022-11-09,33.85
2022-11-10,34.87
2022-11-11,35.09
2022-11-14,35.18
2022-11-15,35.31
2022-11-16,35.23
2022-11-17,34.98
2022-11-18,34.73
2022-11-21,34.53
2022-11-22,34.56
2022-11-23,34.77
2022-11-25,34.82
2022-11-28,34.55
2022-11-29,34.73
2022-11-30,35.14
2022-12-01,35.81
2022-12-02,35.69
2022-12-05,35.08
2022-12-06,35.18
2022-12-07,35.49
2022-12-08,35.52
2022-12-09,35.64
2022-12-12,35.35
2022-12-13,35.94
2022-12-14,35.86
2022-12-15,35.29
2022-12-16,35.59
2022-12-19,35.49
2022-12-20,36.09
2022-12-21,36.01
2022-12-22,35.58
2022-12-23,35.68
2022-12-27,35.99
2022-12-28,35.83
2022-12-29,36.02
2022-12-30,36.19
2023-01-03,36.5
2023-01-04,36.85
2023-01-05,36.4
2023-01-06,37.07
2023-01-09,37.16
2023-01-10,37.28
2023-01-11,37.26
2023-01-12,37.7
2023-01-13,38.14
2023-01-17,37.91
2023-01-18,37.78
2023-01-19,38.4
2023-01-20,38.27
2023-01-23,38.33
2023-01-24,38.48
2023-01-25,38.66
2023-01-26,38.31
2023-01-27,38.26
2023-01-30,38.16
2023-01-31,38.28
2023-02-01,38.79
2023-02-02,37.96
2023-02-03,37.03
2023-02-06,37.1
2023-02-07,37.14
2023-02-08,37.23
2023-02-09,36.93
2023-02-10,37.01
2023-02-13,36.82
2023-02-14,36.85
2023-02-15,36.48
2023-02-16,36.46
2023-02-17,36.56
2023-02-21,36.43
2023-02-22,36.22
2023-02-23,36.21
2023-02-24,35.95
2023-02-27,36.08
2023-02-28,36.24
2023-03-01,36.48
2023-03-02,36.45
2023-03-03,36.83
2023-03-06,36.66
2023-03-07,36.01
2023-03-08,35.99
2023-03-09,36.34
2023-03-10,37.13
2023-03-13,37.97
2023-03-14,37.77
2023-03-15,38.04
2023-03-16,38.12
2023-03-17,39.24
2023-03-20,39.25
2023-03-21,38.5
2023-03-22,39.17
2023-03-23,39.66
2023-03-24,39.21
2023-03-27,38.85
2023-03-28,39.16
2023-03-29,38.96
2023-03-30,39.32
2023-03-31,39.11
2023-04-03,39.41
2023-04-04,40.14
2023-04-05,40.1
2023-04-06,39.83
2023-04-10,39.53
2023-04-11,39.78
2023-04-12,39.98
2023-04-13,40.5
2023-04-14,39.79
2023-04-17,39.63
2023-04-18,39.79
2023-04-19,39.59
2023-04-20,39.76
2023-04-21,39.35
2023-04-24,39.48
2023-04-25,39.68
2023-04-26,39.46
2023-04-27,39.45
2023-04-28,39.49
2023-05-01,39.3
2023-05-02,40.07
2023-05-03,40.39
2023-05-04,40.67
2023-05-05,40.05
2023-05-08,40.1
2023-05-09,40.38
2023-05-10,40.31
2023-05-11,39.98
2023-05-12,39.9
2023-05-15,39.99
2023-05-16,39.49
2023-05-17,39.36
2023-05-18,38.85
2023-05-19,39.23
2023-05-22,39.15
2023-05-23,39.19
2023-05-24,38.88
2023-05-25,38.51
2023-05-26,38.66
2023-05-30,38.91
2023-05-31,38.95
2023-06-01,39.25
2023-06-02,38.68
2023-06-05,38.91
2023-06-06,38.96
2023-06-07,38.5
2023-06-08,39
2023-06-09,38.9
2023-06-12,38.86
2023-06-13,38.57
2023-06-14,38.6
2023-06-15,38.87
2023-06-16,38.8
2023-06-20,38.42
2023-06-21,38.37
2023-06-22,37.98
2023-06-23,38.08
2023-06-26,38.16
2023-06-27,37.97
2023-06-28,37.88
2023-06-29,37.86
2023-06-30,38.09
2023-07-03,38.15
2023-07-05,38.01
2023-07-06,37.91
2023-07-07,38.19
2023-07-10,38.22
2023-07-11,38.34
2023-07-12,38.87
2023-07-13,38.89
2023-07-14,38.77
2023-07-17,38.8
2023-07-18,39.25
2023-07-19,39.25
