date,close
2020-01-02,44.31
2020-01-03,44.44
2020-01-06,44.84
2020-01-07,44.73
2020-01-08,45.15
2020-01-09,45.12
2020-01-10,45.41
2020-01-13,45.71
2020-01-14,46.03
2020-01-15,46.83
2020-01-16,47.07
2020-01-17,47.2
2020-01-21,47.8
2020-01-22,48.13
2020-01-23,49
2020-01-24,48.41
2020-01-27,48.41
2020-01-28,49.32
2020-01-29,48.71
2020-01-30,48.62
2020-01-31,47.5
2020-02-03,47.79
2020-02-04,47.66
2020-02-05,48.8
2020-02-06,48.83
2020-02-07,48.92
2020-02-10,49.41
2020-02-11,49.73
2020-02-12,49.7
2020-02-13,49.78
2020-02-14,49.89
2020-02-18,49.67
2020-02-19,49.87
2020-02-20,50.4
2020-02-21,50.14
2020-02-24,49.12
2020-02-25,47.14
2020-02-26,45.87
2020-02-27,44.7
2020-02-28,43.41
2020-03-02,44.99
2020-03-03,45.26
2020-03-04,47.49
2020-03-05,45.89
2020-03-06,44.42
2020-03-09,40.36
2020-03-10,42.01
2020-03-11,38.46
2020-03-12,33.49
2020-03-13,34.32
2020-03-16,27.39
2020-03-17,26.95
2020-03-18,24.37
2020-03-19,26.08
2020-03-20,25.42
2020-03-23,24.14
2020-03-24,28.16
2020-03-25,30.61
2020-03-26,31.94
2020-03-27,30.53
2020-03-30,30.22
2020-03-31,28.93
2020-04-01,26.58
2020-04-02,26.35
2020-04-03,25.75
2020-04-06,29.33
2020-04-07,29.85
2020-04-08,32.33
2020-04-09,33.49
2020-04-13,31.47
2020-04-14,32.46
2020-04-15,30.65
2020-04-16,30.69
2020-04-17,32.17
2020-04-20,30.88
2020-04-21,30.5
2020-04-22,30.88
2020-04-23,31.03
2020-04-24,32.32
2020-04-27,33.84
2020-04-28,36.05
2020-04-29,38.06
2020-04-30,36.52
2020-05-01,35.82
2020-05-04,36.04
2020-05-05,36.82
2020-05-06,36.6
2020-05-07,36.88
2020-05-08,38.63
2020-05-11,38.06
2020-05-12,36.51
2020-05-13,35.27
2020-05-14,35.69
2020-05-15,36.58
2020-05-18,40.04
2020-05-19,40
2020-05-20,40.28
2020-05-21,41.08
2020-05-22,41.85
2020-05-26,43.19
2020-05-27,45.36
2020-05-28,43.37
2020-05-29,43.25
2020-06-01,43.34
2020-06-02,43.91
2020-06-03,45.51
2020-06-04,44.28
2020-06-05,46.19
2020-06-08,45.62
2020-06-09,45.29
2020-06-10,45.13
2020-06-11,41.19
2020-06-12,42.53
2020-06-15,44.44
2020-06-16,45.67
2020-06-17,45.39
2020-06-18,44.53
2020-06-19,43.8
2020-06-22,44.25
2020-06-23,44.54
2020-06-24,43
2020-06-25,42.72
2020-06-26,41.93
2020-06-29,43.43
2020-06-30,44.15
2020-07-01,43.11
2020-07-02,43.34
2020-07-06,44.5
2020-07-07,44.19
2020-07-08,45.77
2020-07-09,44.49
2020-07-10,45.21
2020-07-13,44.17
2020-07-14,45.86
2020-07-15,46.98
2020-07-16,47.86
2020-07-17,48.07
2020-07-20,48.03
2020-07-21,48.01
2020-07-22,49.88
2020-07-23,49.83
2020-07-24,49.96
2020-07-27,51.9
2020-07-28,50.47
2020-07-29,52.08
2020-07-30,51.92
2020-07-31,51.66
2020-08-03,52.48
2020-08-04,52.02
2020-08-05,52.58
2020-08-06,52.5
2020-08-07,52.65
2020-08-10,53.47
2020-08-11,53.05
2020-08-12,54.19
2020-08-13,54.36
2020-08-14,54.11
2020-08-17,55.64
2020-08-18,55.61
2020-08-19,55.43
2020-08-20,55.39
2020-08-21,56.59
2020-08-24,56.77
2020-08-25,56.33
2020-08-26,55.98
2020-08-27,55.25
2020-08-28,55.3
2020-08-31,54.57
2020-09-01,56.2
2020-09-02,56.36
2020-09-03,54.07
2020-09-04,52.86
2020-09-08,52.61
2020-09-09,54.32
2020-09-10,54
2020-09-11,54.89
2020-09-14,55.79
2020-09-15,55.13
2020-09-16,56.55
2020-09-17,55.73
2020-09-18,55.2
2020-09-21,54.2
2020-09-22,55.9
2020-09-23,53.65
2020-09-24,54.21
2020-09-25,54.19
2020-09-28,56.23
2020-09-29,55.61
2020-09-30,56.65
2020-10-01,57.76
2020-10-02,58.08
2020-10-05,58.01
2020-10-06,56.98
2020-10-07,57.61
2020-10-08,59.1
2020-10-09,59.57
2020-10-12,59.89
2020-10-13,59.37
2020-10-14,59.27
2020-10-15,59.98
2020-10-16,59.35
2020-10-19,58.06
2020-10-20,58.54
2020-10-21,56.79
2020-10-22,55.35
2020-10-23,56.55
2020-10-26,54.48
2020-10-27,53.53
2020-10-28,53.19
2020-10-29,52.76
2020-10-30,52.02
2020-11-02,53.65
2020-11-03,54.53
2020-11-04,57.31
2020-11-05,57.36
2020-11-06,55.88
2020-11-09,51.98
2020-11-10,54.56
2020-11-11,55.45
2020-11-12,54.41
2020-11-13,55.58
2020-11-16,56.25
2020-11-17,56.2
2020-11-18,56.21
2020-11-19,56.51
2020-11-20,56.24
2020-11-23,57.7
2020-11-24,56.7
2020-11-25,56.79
2020-11-27,56.95
2020-11-30,55.93
2020-12-01,55.16
2020-12-02,53.71
2020-12-03,55.37
2020-12-04,54.72
2020-12-07,55.92
2020-12-08,54.55
2020-12-09,54.77
2020-12-10,54.86
2020-12-11,54.76
2020-12-14,54.94
2020-12-15,55.62
2020-12-16,55.61
2020-12-17,57.78
2020-12-18,58.04
2020-12-21,57.67
2020-12-22,57.9
2020-12-23,57.07
2020-12-24,58
2020-12-28,56.88
2020-12-29,56.47
2020-12-30,56.61
2020-12-31,55.8
2021-01-04,54.82
2021-01-05,54.6
2021-01-06,55.17
2021-01-07,56.77
2021-01-08,55.24
2021-01-11,56.18
2021-01-12,56.69
2021-01-13,56.5
2021-01-14,56.61
2021-01-15,56.95
2021-01-19,58.06
2021-01-20,60.48
2021-01-21,61.38
2021-01-22,62
2021-01-25,62.26
2021-01-26,61.28
2021-01-27,59.84
2021-01-28,59.89
2021-01-29,58.97
2021-02-01,59.97
2021-02-02,60.69
2021-02-03,60.53
2021-02-04,61.34
2021-02-05,63.03
2021-02-08,64.9
2021-02-09,64.2
2021-02-10,64.25
2021-02-11,64.87
2021-02-12,64.43
2021-02-16,62.49
2021-02-17,62.42
2021-02-18,62
2021-02-19,62.87
2021-02-22,61.56
2021-02-23,61.62
2021-02-24,62.17
2021-02-25,58.95
2021-02-26,60.13
2021-03-01,61.07
2021-03-02,61.48
2021-03-03,59.65
2021-03-04,58.68
2021-03-05,61.32
2021-03-08,62.57
2021-03-09,62.75
2021-03-10,64.56
2021-03-11,64.54
2021-03-12,63.76
2021-03-15,65.36
2021-03-16,64.67
2021-03-17,67.16
2021-03-18,64.24
2021-03-19,65.03
2021-03-22,65.47
2021-03-23,64.05
2021-03-24,64.16
2021-03-25,66.03
2021-03-26,68.53
2021-03-29,66.88
2021-03-30,68
2021-03-31,67.86
2021-04-01,69.36
2021-04-05,70.2
2021-04-06,70.68
2021-04-07,69.66
2021-04-08,69.42
2021-04-09,71.21
2021-04-12,71.54
2021-04-13,70.96
2021-04-14,70.87
2021-04-15,71.13
2021-04-16,72.94
2021-04-19,72.32
2021-04-20,70.36
2021-04-21,71.07
2021-04-22,70.97
2021-04-23,72.09
2021-04-26,72.94
2021-04-27,73.29
2021-04-28,73.18
